title,gross,total_gross,distributor,release_date_JP,release_year_JP,title_short,re_released,id,genres,original_language,overview,popularity,production_companies,release_date_World,budget,revenue,runtime,status,tagline,vote_average,vote_count,credits,_merge,date_difference,region,anime
The Revenant,4927921,5467020,20th Century Fox International,2016-04-22,2016,therevenant,False,281957.0,Western-Drama-Adventure,en,In the 1820s a frontiersman Hugh Glass sets out on a path of vengeance against those who left him for dead after a bear mauling.,36.746,Monarchy Enterprises S.a.r.l.-Regency Enterprises-Appian Way-CatchPlay-Anonymous Content-New Regency Pictures-Hong Kong Alpha Motion Pictures Co.-M Productions-RatPac Entertainment,2015-12-25,135000000.0,532950503.0,157.0,Released,"(n. One who has returned, as if from the dead.)",7.522,16830.0,Leonardo DiCaprio-Tom Hardy-Domhnall Gleeson-Will Poulter-Forrest Goodluck-Duane Howard-Arthur RedCloud-Melaw Nakehk'o-Grace Dove-Lukas Haas-Paul Anderson-Kristoffer Joner-Joshua Burge-Fabrice Adde-Christopher Rosamond-Robert Moloney-Brendan Fletcher-Tyson Wood-McCaleb Burnett-Vincent Leclerc-Stephane Legault-Emmanuel Bilodeau-Cole Vandale-Tom Guiry-Scott Olynek-Amelia Crow Show-Peter Strand Rumpel-Timothy Lyle-Kory Grim-Anthony Starlight-Jamie Medicine Crane-Veronica Marlowe-Clarence Hoof-Dion Little Child-Blake Wildcat-Paul Young Pine-Cody Big Tobacco-Dallas Young Pine-Chesley Wilson-Michael Fraser-Scott Duncan-Mariah Old Shoes-Adrian Glynn McMorran-Isaiah Tootoosis-Alex Bisping-Chris Ippolito-Jeffrey Olynek-C. Adam Leigh-Kevin Corey-Daniel Rampanen-Javier Botet-Haysam Kadri-Jordan Crawford-David Rampanen-Brad Carter-Rootie J. Boyd-Ray Chase-Glenn Ennis-Charles Fathy-Mark Krysko-Stephen Richard Lofstrom-T. Michael Morris-Bruno Stephane-Jay Tavare-Michael Villar-Jay Cardinal Villeneuve-Del Zamora-Duff Zayonce-Tighe Gill,both,119 days,Foreign,0
The Recruit,1470765,1470765,-,2004-01-17,2004,therecruit,False,1647.0,Action-Thriller,en,A brilliant CIA trainee must prove his worth at the Farm the agency's secret training grounds where he learns to watch his back and trust no one.,11.438,Birnbaum / Barber Productions,2003-01-31,46000000.0,101191884.0,115.0,Released,Trust. Betrayal. Deception. In the C.I.A. nothing is what it seems.,6.3,1490.0,Colin Farrell-Al Pacino-Bridget Moynahan-Gabriel Macht-Karl Pruner-Eugene Lipinski-Mike Realba-Domenico Fiore-Ron Lea-Jeanie Calleja-Jessica Greco-Angelo Tsarouchas-Veronica Hurnick-Steve Lucescu-Richard Fitzpatrick-John Watson-Chris Owens-Janet Bailey-Sam Kalilieh-Merwin Mondesir-Elisa Moolecherry-Sheldon Davis-Oscar Hsu-Arlene Mazerolle-Brian Rhodes-Steve Behal-Jane Moffat-Bart Bedford-Tony Craig-David Boyce-Tova Smith-Michael Rubenfeld-Kenneth Mitchell-Mark Ellis-Neil Crone-Ray Paisley-Scott McCord-Jenny Cooper-Shaun Verreault-Safwan Javed-Earl Pereira-Conrad Bergschneider-John Wayne Shafer-Stephen Lee Wright,both,351 days,Foreign,0
The Rebound,1348149,1480902,Warner Bros.,2009-11-27,2009,therebound,False,24122.0,Romance-Comedy,en,Upon discovering her husband's infidelity Sandy leaves the suburbs and moves into the city. There she befriends Aram a guy whose wife only married him so she could get a green card. Sandy hires Aram to be her nanny and  it isn't long until Aram and Sandy find out they get along wonderfully and start to date. But is their relationship real or is it in fact just a rebound for both of them?,27.796,The Film Department-Dillywood-Neon Productions-Process Media-A&F Productions,2009-09-16,0.0,21791288.0,95.0,Released,She's still got it. He's just getting it.,6.5,795.0,Catherine Zeta-Jones-Justin Bartha-Art Garfunkel-Joanna Gleason-Lynn Whitfield-Andrew Cherry-Kate Jennings Grant-Rob Kerkovich-John Schneider-Sam Robards-Alice Playten-Stephanie Szostak-Kelly Gould-Peter Francis James-David Ross-Marcel Simoneau-Mitch Greenberg-Saidah Arrika Ekulona-Megan Byrne-Elliot Villar-Lawrence Stallings-Steve Park-Dan Ziskie-Jon Norman Schneider-Thomas Middleditch-Derek Milman-Richard DiBella-Michael Chernus-Lauren Blumenfeld-Carmen M. Herlihy-Kate Cullen Roberts-Jordan Carlos-John Ellison Conlee-Skai Jackson-Zoe O'Grady-Fatima Ptacek-Zabryna Guevara-Lisa Paige Robinson-Marisa Redanty-Tom Riis Farrell-Veanne Cox-Carter Roy-Samantha Ivers-Helen Coxe-Jeremy Shamos-Adam Grupper-Rachel Parker-Hazel Anne Raymundo-Perry Silver-William Schloesser-Tyree Michael Simpson-Heidi Blickenstaff-Frank Root-Gabrielle Sterbenz-Marc Alan Austen-William Broderick-Saadet Işıl Aksoy-Jonny Arriola-James P. Anderson-Steve Antonucci-Pawl Bazile-Laura Lynn Berrios-Robert Bizik-Danny Boushebel-Andrew Bradley-Gail Bruno-Daniel Burress-Jennifer Butler-Alana Cadiz-Kevin Cannon-Gary Cherkassky-Peter Conboy-Lisamarie Costabile-Sara DeRosa-Paul Frolov-Dennis Jay Funny-Roy William Gardner-Adesuwa Addy Iyare-Edward M. Kelahan-Tony Kost-Joe Mancini-Gregory Marcel-Danielle McKee-Chris Miskiewicz-Jeffrey Mowery-Erik-Anders Nilsson-Rich Odell-Loukas Papas-Adam S. Phillips-Joe Rusnak-Danny Salomon-Tom Stratford-Isaiah Varisano-Jake Cherry-Célia Asensio,both,72 days,Foreign,0
The Reaping,611472,611472,Warner Bros.,2007-05-19,2007,thereaping,False,1683.0,Horror,en,Katherine Morrissey a former Christian missionary lost her faith after the tragic deaths of her family. Now she applies her expertise to debunking religious phenomena. When a series of biblical plagues overrun a small town Katherine arrives to prove that a supernatural force is not behind the occurrences but soon finds that science cannot explain what is happening. Instead she must regain her faith to combat the evil that waits in a Louisiana swamp.,13.799,Village Roadshow Pictures-Warner Bros. Pictures-Dark Castle Entertainment-Eyetronics-Chime Films,2007-04-05,40000000.0,62771059.0,99.0,Released,What Hath God Wrought?,5.7,673.0,Hilary Swank-David Morrissey-Idris Elba-AnnaSophia Robb-Stephen Rea-William Ragsdale-John McConnell-David Jensen-Yvonne Landry-Samuel Garland-Myles Cleveland-Andrea Frankle-Mark Lynch-Stuart Greer-Lara Grice-Cody Sanders-Burgess Jenkins-Sabrina A. Junius-Jillian Batherson-Karen Yum-Afemo Omilami-Axel C. Cartagena-Javier Ortiz Cortés-Iris Martinez-Axel Anderson-Robert Alonzo-Eddie J. Fernandez-Abraham Henderson-Felipe Febres Rivera-Gregorio Allende-Sixta Rivera Romero-Rafael Fuentes Negrón-Michelle L. Clarke-Sierra Lyn Duncil-Lisa Marie Dupree-Carol Dupuy-Louis Dupuy-Stephanie Honoré-Cody Juneau-Kevin Lorio-Ross Rouillier-Brian Tester-Kimberly Whitfield-Ashley Wilkes,both,44 days,Foreign,0
The Real Exorcist,4316406,5035830,Nikkatsu,2020-05-15,2020,therealexorcist,False,708792.0,Fantasy,ja,Sayuri a coffee shop waitress uses her supernatural powers to help those who are troubled by spiritual phenomena. She gradually gets involved in serious matters eventually facing a fierce battle with the devil.,1.482,Nikkatsu Corporation,2020-05-15,0.0,0.0,108.0,Released,,0.0,0.0,Fumika Shimizu-Irako Mirai-Rin Kijima-Ryûichi Ôura-Joe Hyûga-Osamu Shigematsu-Ayumi Orii-Sawa Masaki-Yuko Suigetsu-Ryo Kuratomi,both,0 days,Japan,0
The Reader,5020409,5317138,-,2009-06-19,2009,thereader,False,8055.0,Drama-Romance,en,The story of Michael Berg a German lawyer who as a teenager in the late 1950s had an affair with an older woman Hanna who then disappeared only to resurface years later as one of the defendants in a war crimes trial stemming from her actions as a concentration camp guard late in the war. He alone realizes that Hanna is illiterate and may be concealing that fact at the expense of her freedom.,23.737,The Weinstein Company-Filmstiftung Nordrhein-Westfalen-Mirage Enterprises-Mitteldeutsche Medienförderung (MDM)-Studio Babelsberg-FFA-Deutscher Filmförderfonds-Medienboard Berlin-Brandenburg-ARD,2008-01-02,32000000.0,108902486.0,124.0,Released,Behind the mystery lies a truth that will make you question everything you know.,7.448,2645.0,Kate Winslet-Ralph Fiennes-David Kross-Lena Olin-Bruno Ganz-Jeanette Hain-Hannah Herzsprung-Karoline Herfurth-Volker Bruch-Alexandra Maria Lara-Fabian Busch-Vijessna Ferkic-Susanne Lothar-Matthias Habich-Burghart Klaußner-Sylvester Groth-Jürgen Tarrach-Florian Bartholomäi-Moritz Grove-Kirsten Block-Margarita Broich-Marie Gruber-Martin Brambach-Carmen-Maja Antoni-Heike Hanold-Lynch-Linda Bassett-Ludwig Blochberger-Benjamin Trinks,both,534 days,Foreign,0
The Raven,2319024,2573374,Walt Disney Pictures,2012-10-12,2012,theraven,False,70436.0,Crime-Thriller-Mystery,en,A fictionalized account of the last days of Edgar Allan Poe's life in which the poet is in pursuit of a serial killer whose murders mirror those in the writer's stories.,31.956,Endgame Entertainment-Intrepid Pictures-Relativity Media-FilmNation Entertainment-Galavis Film-Pioneer Pictures,2012-03-09,26000000.0,29657751.0,111.0,Released,The only one who can stop a serial killer is the man who inspired him.,6.285,1144.0,John Cusack-Luke Evans-Alice Eve-Brendan Gleeson-Kevin McNally-Oliver Jackson-Cohen-Jimmy Yuill-Pam Ferris-Brendan Coyle-Sam Hazeldine-Adrian Rawlins-Aidan Feore-Dave Legeno-Michael Cronin-Michael Poole-Michael Shannon-Charity Wakefield-John Warnaby-Matt Slack-Ian Virgo-Michael J. Fourticq Sr.-Jasmina Ilic-Teodora Uveric-Kristof Farkas-Luka Mijatović-József Tálos-Matt Devere-Sergej Trifunović-Miloš Đuričić-Mike Kelly-Bojan Perić-Ana Sofrenović-Steve Agnew-Malina Nikolic-Miklós Kapácsy-Andrew Hefler-Pierre Boris Jaurdin-Tamara Krcunović-Jason Ryan-Antal Publik-László Konter-Mark C. Phelan-Krisztián Peer-Annamária Ördög-Ádám Földi-Dejan Cubrilov-Máté Haumann-Péter Fancsikai-Sava Rapic,both,217 days,Foreign,0
The Quintessential Quintuplets Movie,15222580,16182932,-,2022-05-20,2022,thequintessentialquintupletsmovie,False,820067.0,Animation-Comedy-Romance,ja,When five lovely young girls who hate studying hire part-time tutor Futaro he guides not only their education but also their hearts. Time spent has brought them all closer with feelings growing within the girls and Futaro. As they finish their third year of high school and their last school festival approaches they set their sights on what’s next. Is there a future with one of them and Futaro?,230.07,Pony Canyon-GYAO-Bushiroad-Kodansha-DAX Production-Bibury Animation Studios-Nippon BS Broadcasting-Nichion-Good Smile Film-MAGNET,2022-05-20,0.0,17288993.0,136.0,Released,,8.6,180.0,Yoshitsugu Matsuoka-Kana Hanazawa-Ayana Taketatsu-Miku Ito-Ayane Sakura-Inori Minase-Natsumi Takamori-Satoshi Hino,both,0 days,Japan,1
The Queen,4171308,4296924,-,2007-04-14,2007,thequeen,False,1165.0,Drama-History,en,The Queen is an intimate behind the scenes glimpse at the interaction between HM Elizabeth II and Prime Minister Tony Blair during their struggle following the death of Diana to reach a compromise between what was a private tragedy for the Royal family and the public's demand for an overt display of mourning.,12.191,BIM Distribuzione-Granada Productions-Pathé Renn Productions,2006-09-15,15000000.0,123384128.0,103.0,Released,Our Leaders. Ourselves.,6.973,1116.0,Helen Mirren-Michael Sheen-James Cromwell-Helen McCrory-Alex Jennings-Roger Allam-Sylvia Syms-Paul Barrett-Tim McMullan-Douglas Reith-Mark Bazeley-Robin Soans-Lola Peploe-Joyce Henderson-Pat Laffan-Amanda Hadingue-John McGlynn-Gray O'Brien-Dolina MacLennan-Julian Firth-Earl Cameron-Elliot Levey-Anthony Debaeck-Wolfgang Pissors-Xavier Castano,both,211 days,Foreign,0
The Pursuit of Happyness,22680713,22680713,Sony Pictures Releasing,2007-01-27,2007,thepursuitofhappyness,False,1402.0,Drama,en,A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,53.891,Columbia Pictures-Overbrook Entertainment-Escape Artists-Relativity Media,2006-12-14,55000000.0,307077295.0,117.0,Released,,7.902,8797.0,Will Smith-Jaden Smith-Thandiwe Newton-Brian Howe-James Karen-Kurt Fuller-Dan Castellaneta-Joe Nuñez-David Fine-Takayo Fischer-Kevin West-George Cheung-Geoff Callan-Scott Klace-Rashida Clendening-Peter Fitzsimmons-Maurice Sherbanee-Zuhair Haddad-Victor Raider-Wexler-Mark Christopher Lawrence-George Maguire-Adam Del Rio-Rueben Grundy-Ming Lo-Stu Klitsner-Esther Scott-Cecil Williams-Amir Talai-Mike Garibaldi-Jason Frazier-David Haines-Bob Greene-Robert Anthony Peters-Cathy Fithian-Keith Stevenson-Karen Kahn-Yeena Fisher-Phil Austin-Kenny Santiago Marrero-David Pearl-Rick Camp-Brad Carr-Ben Fritz-Adam Wang-Zachary Culbertson-Brendan Kruse-Austin Scott-David Michael Silverman-Domenic Bove-Joyful Raven,both,44 days,Foreign,0
The Proposal,2747112,2914626,Walt Disney Pictures,2009-10-16,2009,theproposal,False,18240.0,Comedy-Romance-Drama,en,When she learns she's in danger of losing her visa status and being deported overbearing book editor Margaret Tate forces her put-upon assistant Andrew Paxton to marry her.,77.972,Kurtzman/Orci-Touchstone Pictures-Mandeville Films,2009-06-01,40000000.0,317375031.0,108.0,Released,Here comes the bribe...,7.1,5887.0,Sandra Bullock-Ryan Reynolds-Malin Åkerman-Craig T. Nelson-Mary Steenburgen-Betty White-Denis O'Hare-Oscar Nunez-Aasif Mandvi-Michael Nouri-Gregg Edelman-Michael Mosley-Dale Place-Alicia Hunt-Alexis Garcia-Kortney Adams-Chris Whitney-Jerrell Lee Wesley-Phyllis Kay-Kate Lacey-Gene Fleming-Mary Linda Rapelye-Anne Fletcher-B. Johnson-John Franchi-Keith Fluker-Dan Griffin-London Hall-Dan Marshall-Ron Murphy-Niecy Nash-Thomas Olson-Donna Glee Reim-Rich Skinner-Ylian Alfaro Snyder-Uzimann-Larry Vigus,both,137 days,Foreign,0
The Promised Neverland,6746204,17671537,-,2020-12-18,2020,thepromisedneverland,False,634521.0,Action-Thriller-Fantasy-Mystery-Adventure-Drama,ja,A group of the smartest kids at a seemingly perfect orphanage uncover its dark secret and they set in motion a dangerous and desperate escape plan.,8.309,Toho-Shueisha,2020-12-18,0.0,0.0,119.0,Released,,7.5,32.0,Minami Hamabe-Kairi Jo-Rihito Itagaki-Keiko Kitagawa-Naomi Watanabe-Miyu Andô-Halo Asada-Soma Santoki-Yurito Mori,both,0 days,Japan,0
The Promised Land,517114,747200,Kadokawa,2019-10-18,2019,thepromisedland,False,619067.0,Drama-Crime,ja,A girl is kidnapped and the perpetrator roams freely. When a similar case occurs along the same road and in similar circumstances a suspect is identified leading to the accused running away and going into hiding.,2.736,Kadokawa,2019-10-18,0.0,0.0,129.0,Released,,6.6,4.0,Go Ayano-Hana Sugisaki-Koichi Sato-Nijiro Murakami-Reiko Kataoka-Asuka Kurosawa-Shizuka Ishibashi-Toshie Negishi-Akira Emoto-Shima Onishi-Hako Ohshima-Yôichirô Saitô-Yukiko Shinohara-Tetsu Watanabe-Yoji Tanaka-Masaki Miura-Taro Suwa-Rei Kakehi-Kaisei Nakano-Morooka Moro-Kyūsaku Shimada-Jitsuko Yoshimura-Tôru Shinagawa,both,0 days,Japan,0
The Promise,3694030,3694030,Warner Bros.,2006-02-11,2006,thepromise,False,2008.0,Fantasy-Drama-Action-Thriller-Romance,zh,An orphaned girl driven by poverty at such a young age makes a promise with an enchantress. In return for beauty and the admiration of every man she will never be with the man she loves. This spell cannot be broken unless the impossible happens: snow falling in spring and the dead coming back to life. Now a grown and beautiful princess she regrets her promise for all of the men she's loved has always been met with tragedy.,9.125,,2005-12-15,0.0,0.0,121.0,Released,,5.4,91.0,Cecilia Cheung-Liu Ye-Hong Chen-Cheng Qian-Jang Dong-gun-Hiroyuki Sanada-Nicholas Tse-Yu Xiaowei-Chun-Xiao-Guan Xiaotong-Shi Lei-Lu Peng-Qian Po-Anthony Brandon Wong,both,58 days,Foreign,0
The Professor and His Beloved Equation,8277507,8277507,Asmik Ace Entertainment,2006-01-21,2006,theprofessorandhisbelovedequation,False,89116.0,Drama-Family-Romance,ja,This is the story between single mother housekeeper and mathematics professorwho has a brain damage.,2.966,Asmik Ace Entertainment,2006-01-21,5000000.0,0.0,117.0,Released,,7.0,14.0,Akira Terao-Eri Fukatsu-Ruriko Asaoka-Hidetaka Yoshioka-Hisashi Igawa-Takanari Saito,both,0 days,Japan,0
The Producers,7910540,7910540,Sony Pictures Releasing,2006-04-08,2006,theproducers,False,9899.0,Comedy,en,After putting together another Broadway flop down-on-his-luck producer Max Bialystock teams up with timid accountant Leo Bloom in a get-rich-quick scheme to put on the world's worst show.,12.895,Sony Pictures-Gaumont Columbia Tristar Films,2005-12-25,45000000.0,38058335.0,134.0,Released,They had everything to gain by not being a success!,6.2,403.0,Nathan Lane-Matthew Broderick-Uma Thurman-Will Ferrell-Gary Beach-Roger Bart-Eileen Essell-Michael McKean-David Huddleston-Debra Monk-Andrea Martin-Jon Lovitz-Bryn Dowling-Meg Gillentine-Kevin Ligon-Ray Wills-Marilyn Sokol-Brad Oscar-Tory Ross-Brent Barrett-Peter Bartlett-Jim Borstelmann-Kathy Fitzgerald-Jai Rodriguez-Jason Antoon-Jonathan Freeman-John Barrowman-Fred Applegate-Jerry Richardson-Timothy Shew-Danny Mastrogiorgio-Richard Kind-James Biberi-Mel Brooks-Dan Bittner-Ronn Carroll-Nancy Johnston-Francesca Harper,both,104 days,Foreign,0
The Princess and the Pilot,272786,272786,20th Century Fox International,2011-10-01,2011,theprincessandthepilot,False,93013.0,Adventure-Animation-Drama-Romance,ja,The war between the Levamme Empire and the Amatsukami Imperium has been raging for years. In the midst of this struggle the prince of the Levamme Empire declares his love for Juana del Moral and vows to end the war in one year as part of his marriage proposal. When the Amatsukami catch wind of this they assault the del Moral residence targeting Juana's life. As a last-ditch effort to bring the prince his bride the San Maltilia Airforce employs a mercenary of mixed blood—a bestado—to fly Juana to the prince in secret.,9.816,Madhouse,2011-10-01,0.0,0.0,99.0,Released,,7.9,96.0,Haruka-Ryunosuke Kamiki-Daisuke Ono-Takeshi Tomizawa-Takuto Yoshinaga-Masaki Terasoma-Yutaka Nakano-Sumire Morohoshi-Daisuke Namikawa-Seiko Niizuma-Katsumi Cho-Mitsuaki Hoshino-Risa Shimizu-Hideaki Nonaka,both,0 days,Japan,1
The Princess and the Frog,4840341,4840341,Warner Bros.,2010-03-06,2010,theprincessandthefrog,False,10198.0,Romance-Family-Animation,en,A waitress desperate to fulfill her dreams as a restaurant owner is set on a journey to turn a frog prince back into a human being but she has to face the same problem after she kisses him.,108.825,Walt Disney Pictures-Walt Disney Animation Studios,2009-12-08,105000000.0,270997378.0,98.0,Released,Every love story begins with a kiss...,7.2,4787.0,Anika Noni Rose-Bruno Campos-Keith David-Michael-Leon Wooley-Jennifer Cody-Jim Cummings-Peter Bartlett-Jenifer Lewis-Oprah Winfrey-Terrence Howard-John Goodman-Elizabeth Dampier-Breanna Brooks-Ritchie Montgomery-Don Hall-Paul Briggs-Jerry Kernion-Corey Burton-Michael Colyar-Emeril Lagasse-Kevin Michael Richardson-Randy Newman-Terence Blanchard-Mick Wingert-John Kassir-Fred Tatasciore-Ron Clements-John Musker-Seth R. Williamson-Shane R. Williamson,both,88 days,Foreign,1
